name,date,time,value
T2M,7/1/2009,18:00:00,296.427
D2M,7/1/2009,18:00:00,293.281
pm1,7/1/2009,21:00:00,4.63E-09
pm2p5,7/1/2009,21:00:00,7.69E-09
pm10,7/1/2009,21:00:00,1.24E-08
U10M,7/1/2009,21:00:00,7.99989
V10M,7/1/2009,21:00:00,-0.265547
T2M,7/1/2009,21:00:00,298.261
D2M,7/1/2009,21:00:00,292.922
pm1,7/2/2009,0:00:00,1.13E-08
pm2p5,7/2/2009,0:00:00,1.83E-08
pm10,7/2/2009,0:00:00,2.58E-08
U10M,7/2/2009,0:00:00,5.82457
V10M,7/2/2009,0:00:00,0.743409
T2M,7/2/2009,0:00:00,298.952
D2M,7/2/2009,0:00:00,293.017
pm1,7/2/2009,3:00:00,8.36E-09
pm2p5,7/2/2009,3:00:00,1.28E-08
pm10,7/2/2009,3:00:00,1.75E-08
U10M,7/2/2009,3:00:00,4.18905
V10M,7/2/2009,3:00:00,1.38014
T2M,7/2/2009,3:00:00,298.804
D2M,7/2/2009,3:00:00,292.146
pm1,7/2/2009,6:00:00,6.99E-09
pm2p5,7/2/2009,6:00:00,9.98E-09
pm10,7/2/2009,6:00:00,1.34E-08
U10M,7/2/2009,6:00:00,3.46464
V10M,7/2/2009,6:00:00,0.961864
T2M,7/2/2009,6:00:00,297.751
D2M,7/2/2009,6:00:00,295.304
pm1,7/2/2009,9:00:00,7.82E-09
pm2p5,7/2/2009,9:00:00,1.04E-08
pm10,7/2/2009,9:00:00,1.41E-08
U10M,7/2/2009,9:00:00,3.13455
V10M,7/2/2009,9:00:00,0.50351
T2M,7/2/2009,9:00:00,295.417
D2M,7/2/2009,9:00:00,293.187
pm1,7/2/2009,12:00:00,1.27E-08
pm2p5,7/2/2009,12:00:00,1.47E-08
pm10,7/2/2009,12:00:00,2.07E-08
U10M,7/2/2009,12:00:00,2.57815
V10M,7/2/2009,12:00:00,-0.0290089
T2M,7/2/2009,12:00:00,294.808
D2M,7/2/2009,12:00:00,294.103
pm1,7/2/2009,15:00:00,1.55E-08
pm2p5,7/2/2009,15:00:00,1.84E-08
pm10,7/2/2009,15:00:00,2.60E-08
U10M,7/2/2009,15:00:00,4.27611
V10M,7/2/2009,15:00:00,0.129281
T2M,7/2/2009,15:00:00,295.171
D2M,7/2/2009,15:00:00,294.419
pm1,7/2/2009,18:00:00,1.37E-08
pm2p5,7/2/2009,18:00:00,1.73E-08
pm10,7/2/2009,18:00:00,2.46E-08
U10M,7/2/2009,18:00:00,6.00212
V10M,7/2/2009,18:00:00,1.12925
T2M,7/2/2009,18:00:00,296.21
D2M,7/2/2009,18:00:00,295.883
pm1,7/2/2009,21:00:00,1.21E-08
pm2p5,7/2/2009,21:00:00,1.60E-08
pm10,7/2/2009,21:00:00,2.27E-08
U10M,7/2/2009,21:00:00,6.20391
V10M,7/2/2009,21:00:00,2.4171
T2M,7/2/2009,21:00:00,297.854
D2M,7/2/2009,21:00:00,296.249
pm1,7/3/2009,0:00:00,5.89E-09
pm2p5,7/3/2009,0:00:00,7.91E-09
pm10,7/3/2009,0:00:00,1.13E-08
U10M,7/3/2009,0:00:00,4.06955
V10M,7/3/2009,0:00:00,2.77739
T2M,7/3/2009,0:00:00,298.331
D2M,7/3/2009,0:00:00,295.377
pm1,7/3/2009,3:00:00,6.22E-09
pm2p5,7/3/2009,3:00:00,8.25E-09
pm10,7/3/2009,3:00:00,1.18E-08
U10M,7/3/2009,3:00:00,3.81532
V10M,7/3/2009,3:00:00,3.59988
T2M,7/3/2009,3:00:00,298.775
D2M,7/3/2009,3:00:00,294.519
pm1,7/3/2009,6:00:00,6.71E-09
pm2p5,7/3/2009,6:00:00,8.83E-09
pm10,7/3/2009,6:00:00,1.26E-08
U10M,7/3/2009,6:00:00,3.91924
V10M,7/3/2009,6:00:00,2.75709
T2M,7/3/2009,6:00:00,297.581
D2M,7/3/2009,6:00:00,295.99
pm1,7/3/2009,9:00:00,6.89E-09
pm2p5,7/3/2009,9:00:00,8.73E-09
pm10,7/3/2009,9:00:00,1.22E-08
U10M,7/3/2009,9:00:00,3.10575
V10M,7/3/2009,9:00:00,2.69774
T2M,7/3/2009,9:00:00,296.131
D2M,7/3/2009,9:00:00,295.326
pm1,7/3/2009,12:00:00,9.00E-09
pm2p5,7/3/2009,12:00:00,1.10E-08
pm10,7/3/2009,12:00:00,1.53E-08
U10M,7/3/2009,12:00:00,2.1148
V10M,7/3/2009,12:00:00,2.54978
T2M,7/3/2009,12:00:00,295.584
D2M,7/3/2009,12:00:00,295.183
pm1,7/3/2009,15:00:00,1.35E-08
pm2p5,7/3/2009,15:00:00,1.69E-08
pm10,7/3/2009,15:00:00,2.36E-08
U10M,7/3/2009,15:00:00,4.01968
V10M,7/3/2009,15:00:00,2.36308
T2M,7/3/2009,15:00:00,296.212
D2M,7/3/2009,15:00:00,296.074
pm1,7/3/2009,18:00:00,1.23E-08
pm2p5,7/3/2009,18:00:00,1.58E-08
pm10,7/3/2009,18:00:00,2.19E-08
U10M,7/3/2009,18:00:00,5.32918
V10M,7/3/2009,18:00:00,2.72837
T2M,7/3/2009,18:00:00,297.301
D2M,7/3/2009,18:00:00,296.801
pm1,7/3/2009,21:00:00,1.20E-08
pm2p5,7/3/2009,21:00:00,1.64E-08
pm10,7/3/2009,21:00:00,2.25E-08
U10M,7/3/2009,21:00:00,5.81755
V10M,7/3/2009,21:00:00,3.49091
T2M,7/3/2009,21:00:00,298.405
D2M,7/3/2009,21:00:00,296.404
pm1,7/4/2009,0:00:00,8.65E-09
pm2p5,7/4/2009,0:00:00,1.21E-08
pm10,7/4/2009,0:00:00,1.64E-08
U10M,7/4/2009,0:00:00,4.35861
V10M,7/4/2009,0:00:00,4.00568
T2M,7/4/2009,0:00:00,298.706
D2M,7/4/2009,0:00:00,296.233
pm1,7/4/2009,3:00:00,6.40E-09
pm2p5,7/4/2009,3:00:00,9.27E-09
pm10,7/4/2009,3:00:00,1.25E-08
U10M,7/4/2009,3:00:00,3.98637
V10M,7/4/2009,3:00:00,3.73592
T2M,7/4/2009,3:00:00,298.782
D2M,7/4/2009,3:00:00,295.178
pm1,7/4/2009,6:00:00,5.63E-09
pm2p5,7/4/2009,6:00:00,8.32E-09
pm10,7/4/2009,6:00:00,1.13E-08
U10M,7/4/2009,6:00:00,3.28832
V10M,7/4/2009,6:00:00,3.20119
T2M,7/4/2009,6:00:00,297.854
D2M,7/4/2009,6:00:00,295.968
pm1,7/4/2009,9:00:00,5.53E-09
pm2p5,7/4/2009,9:00:00,8.00E-09
pm10,7/4/2009,9:00:00,1.09E-08
U10M,7/4/2009,9:00:00,2.77813
V10M,7/4/2009,9:00:00,3.17164
T2M,7/4/2009,9:00:00,296.496
D2M,7/4/2009,9:00:00,295.45
pm1,7/4/2009,12:00:00,1.13E-08
pm2p5,7/4/2009,12:00:00,1.49E-08
pm10,7/4/2009,12:00:00,2.00E-08
U10M,7/4/2009,12:00:00,1.77496
V10M,7/4/2009,12:00:00,2.65001
T2M,7/4/2009,12:00:00,296.484
D2M,7/4/2009,12:00:00,296.051
pm1,7/4/2009,15:00:00,1.24E-08
pm2p5,7/4/2009,15:00:00,1.63E-08
pm10,7/4/2009,15:00:00,2.23E-08
U10M,7/4/2009,15:00:00,4.20214
V10M,7/4/2009,15:00:00,2.76129
T2M,7/4/2009,15:00:00,297.172
D2M,7/4/2009,15:00:00,296.465
pm1,7/4/2009,18:00:00,1.04E-08
pm2p5,7/4/2009,18:00:00,1.42E-08
pm10,7/4/2009,18:00:00,1.94E-08
U10M,7/4/2009,18:00:00,5.08349
V10M,7/4/2009,18:00:00,1.51873
T2M,7/4/2009,18:00:00,297.781
D2M,7/4/2009,18:00:00,296.473
pm1,7/4/2009,21:00:00,1.07E-08
pm2p5,7/4/2009,21:00:00,1.49E-08
pm10,7/4/2009,21:00:00,2.03E-08
U10M,7/4/2009,21:00:00,5.4922
V10M,7/4/2009,21:00:00,3.75447
T2M,7/4/2009,21:00:00,298.72
D2M,7/4/2009,21:00:00,296.422
pm1,7/5/2009,0:00:00,1.89E-08
pm2p5,7/5/2009,0:00:00,2.62E-08
pm10,7/5/2009,0:00:00,3.54E-08
U10M,7/5/2009,0:00:00,5.12554
V10M,7/5/2009,0:00:00,3.15675
T2M,7/5/2009,0:00:00,298.783
D2M,7/5/2009,0:00:00,295.995
pm1,7/5/2009,3:00:00,1.84E-08
pm2p5,7/5/2009,3:00:00,2.54E-08
pm10,7/5/2009,3:00:00,3.49E-08
U10M,7/5/2009,3:00:00,5.67364
V10M,7/5/2009,3:00:00,3.03535
T2M,7/5/2009,3:00:00,299.026
D2M,7/5/2009,3:00:00,295.308
pm1,7/5/2009,6:00:00,1.67E-08
pm2p5,7/5/2009,6:00:00,2.29E-08
pm10,7/5/2009,6:00:00,3.17E-08
U10M,7/5/2009,6:00:00,4.89134
V10M,7/5/2009,6:00:00,3.51777
T2M,7/5/2009,6:00:00,298.305
D2M,7/5/2009,6:00:00,296.072
pm1,7/5/2009,9:00:00,1.61E-08
pm2p5,7/5/2009,9:00:00,2.15E-08
pm10,7/5/2009,9:00:00,2.97E-08
U10M,7/5/2009,9:00:00,4.13196
V10M,7/5/2009,9:00:00,3.92379
T2M,7/5/2009,9:00:00,297.447
D2M,7/5/2009,9:00:00,295.907
pm1,7/5/2009,12:00:00,1.29E-08
pm2p5,7/5/2009,12:00:00,1.68E-08
pm10,7/5/2009,12:00:00,2.30E-08
U10M,7/5/2009,12:00:00,3.29971
V10M,7/5/2009,12:00:00,2.86103
T2M,7/5/2009,12:00:00,296.538
D2M,7/5/2009,12:00:00,296.538
pm1,7/5/2009,15:00:00,1.22E-08
pm2p5,7/5/2009,15:00:00,1.58E-08
pm10,7/5/2009,15:00:00,2.16E-08
U10M,7/5/2009,15:00:00,4.03525
V10M,7/5/2009,15:00:00,2.91836
T2M,7/5/2009,15:00:00,296.884
D2M,7/5/2009,15:00:00,296.884
pm1,7/5/2009,18:00:00,1.01E-08
pm2p5,7/5/2009,18:00:00,1.35E-08
pm10,7/5/2009,18:00:00,1.83E-08
U10M,7/5/2009,18:00:00,4.78585
V10M,7/5/2009,18:00:00,1.55467
T2M,7/5/2009,18:00:00,297.136
D2M,7/5/2009,18:00:00,296.548
pm1,7/5/2009,21:00:00,8.94E-09
pm2p5,7/5/2009,21:00:00,1.24E-08
pm10,7/5/2009,21:00:00,1.67E-08
U10M,7/5/2009,21:00:00,4.32959
V10M,7/5/2009,21:00:00,3.52842
T2M,7/5/2009,21:00:00,298.855
D2M,7/5/2009,21:00:00,297.161
pm1,7/6/2009,0:00:00,1.51E-08
pm2p5,7/6/2009,0:00:00,2.10E-08
pm10,7/6/2009,0:00:00,2.88E-08
U10M,7/6/2009,0:00:00,4.49487
V10M,7/6/2009,0:00:00,2.76363
T2M,7/6/2009,0:00:00,299.247
D2M,7/6/2009,0:00:00,296.48
pm1,7/6/2009,3:00:00,1.11E-08
pm2p5,7/6/2009,3:00:00,1.53E-08
pm10,7/6/2009,3:00:00,2.09E-08
U10M,7/6/2009,3:00:00,3.29265
V10M,7/6/2009,3:00:00,2.41686
T2M,7/6/2009,3:00:00,298.883
D2M,7/6/2009,3:00:00,295.241
pm1,7/6/2009,6:00:00,9.34E-09
pm2p5,7/6/2009,6:00:00,1.25E-08
pm10,7/6/2009,6:00:00,1.71E-08
U10M,7/6/2009,6:00:00,1.75239
V10M,7/6/2009,6:00:00,3.36356
T2M,7/6/2009,6:00:00,298.688
D2M,7/6/2009,6:00:00,296.73
pm1,7/6/2009,9:00:00,8.71E-09
pm2p5,7/6/2009,9:00:00,1.15E-08
pm10,7/6/2009,9:00:00,1.57E-08
U10M,7/6/2009,9:00:00,1.62118
V10M,7/6/2009,9:00:00,3.93985
T2M,7/6/2009,9:00:00,297.491
D2M,7/6/2009,9:00:00,296.421
pm1,7/6/2009,12:00:00,1.11E-08
pm2p5,7/6/2009,12:00:00,1.42E-08
pm10,7/6/2009,12:00:00,1.94E-08
U10M,7/6/2009,12:00:00,1.56288
V10M,7/6/2009,12:00:00,3.88714
T2M,7/6/2009,12:00:00,297.193
D2M,7/6/2009,12:00:00,296.801
pm1,7/6/2009,15:00:00,1.35E-08
pm2p5,7/6/2009,15:00:00,1.73E-08
pm10,7/6/2009,15:00:00,2.38E-08
U10M,7/6/2009,15:00:00,3.09005
V10M,7/6/2009,15:00:00,1.9188
T2M,7/6/2009,15:00:00,297.125
D2M,7/6/2009,15:00:00,297.125
pm1,7/6/2009,18:00:00,1.19E-08
pm2p5,7/6/2009,18:00:00,1.54E-08
pm10,7/6/2009,18:00:00,2.10E-08
U10M,7/6/2009,18:00:00,4.022
V10M,7/6/2009,18:00:00,1.21838
T2M,7/6/2009,18:00:00,298.161
D2M,7/6/2009,18:00:00,297.656
pm1,7/6/2009,21:00:00,9.80E-09
pm2p5,7/6/2009,21:00:00,1.31E-08
pm10,7/6/2009,21:00:00,1.78E-08
U10M,7/6/2009,21:00:00,4.03319
V10M,7/6/2009,21:00:00,2.30259
T2M,7/6/2009,21:00:00,298.681
D2M,7/6/2009,21:00:00,297.192
pm1,7/7/2009,0:00:00,1.14E-08
pm2p5,7/7/2009,0:00:00,1.61E-08
pm10,7/7/2009,0:00:00,2.15E-08
U10M,7/7/2009,0:00:00,3.43763
V10M,7/7/2009,0:00:00,2.36794
T2M,7/7/2009,0:00:00,298.591
D2M,7/7/2009,0:00:00,296.038
pm1,7/7/2009,3:00:00,1.24E-08
pm2p5,7/7/2009,3:00:00,1.80E-08
pm10,7/7/2009,3:00:00,2.40E-08
U10M,7/7/2009,3:00:00,2.98629
V10M,7/7/2009,3:00:00,2.42761
T2M,7/7/2009,3:00:00,298.8
D2M,7/7/2009,3:00:00,295.198
pm1,7/7/2009,6:00:00,1.33E-08
pm2p5,7/7/2009,6:00:00,1.92E-08
pm10,7/7/2009,6:00:00,2.56E-08
U10M,7/7/2009,6:00:00,3.08198
V10M,7/7/2009,6:00:00,1.93322
T2M,7/7/2009,6:00:00,298.513
D2M,7/7/2009,6:00:00,296.634
pm1,7/7/2009,9:00:00,1.48E-08
pm2p5,7/7/2009,9:00:00,2.17E-08
pm10,7/7/2009,9:00:00,2.92E-08
U10M,7/7/2009,9:00:00,2.3506
V10M,7/7/2009,9:00:00,0.942867
T2M,7/7/2009,9:00:00,296.878
D2M,7/7/2009,9:00:00,295.557
pm1,7/7/2009,12:00:00,9.26E-09
pm2p5,7/7/2009,12:00:00,1.27E-08
pm10,7/7/2009,12:00:00,1.66E-08
U10M,7/7/2009,12:00:00,1.96196
V10M,7/7/2009,12:00:00,1.16453
T2M,7/7/2009,12:00:00,296.508
D2M,7/7/2009,12:00:00,296.184
pm1,7/7/2009,15:00:00,1.16E-08
pm2p5,7/7/2009,15:00:00,1.56E-08
pm10,7/7/2009,15:00:00,2.07E-08
U10M,7/7/2009,15:00:00,3.4959
V10M,7/7/2009,15:00:00,0.6685
T2M,7/7/2009,15:00:00,297.635
D2M,7/7/2009,15:00:00,297.234
pm1,7/7/2009,18:00:00,1.10E-08
pm2p5,7/7/2009,18:00:00,1.48E-08
pm10,7/7/2009,18:00:00,1.97E-08
U10M,7/7/2009,18:00:00,3.84294
V10M,7/7/2009,18:00:00,-0.460448
T2M,7/7/2009,18:00:00,298.153
D2M,7/7/2009,18:00:00,297.298
pm1,7/7/2009,21:00:00,9.42E-09
pm2p5,7/7/2009,21:00:00,1.28E-08
pm10,7/7/2009,21:00:00,1.68E-08
U10M,7/7/2009,21:00:00,3.59345
V10M,7/7/2009,21:00:00,2.03203
T2M,7/7/2009,21:00:00,298.945
D2M,7/7/2009,21:00:00,297.384
pm1,7/8/2009,0:00:00,2.22E-08
pm2p5,7/8/2009,0:00:00,3.12E-08
pm10,7/8/2009,0:00:00,4.08E-08
U10M,7/8/2009,0:00:00,3.90904
V10M,7/8/2009,0:00:00,1.75772
T2M,7/8/2009,0:00:00,298.7
D2M,7/8/2009,0:00:00,295.579
pm1,7/8/2009,3:00:00,1.88E-08
pm2p5,7/8/2009,3:00:00,2.68E-08
pm10,7/8/2009,3:00:00,3.48E-08
U10M,7/8/2009,3:00:00,3.52646
V10M,7/8/2009,3:00:00,1.5546
T2M,7/8/2009,3:00:00,299.335
D2M,7/8/2009,3:00:00,295.925
pm1,7/8/2009,6:00:00,1.75E-08
pm2p5,7/8/2009,6:00:00,2.45E-08
pm10,7/8/2009,6:00:00,3.18E-08
U10M,7/8/2009,6:00:00,2.69574
V10M,7/8/2009,6:00:00,2.27792
T2M,7/8/2009,6:00:00,298.161
D2M,7/8/2009,6:00:00,296.686
pm1,7/8/2009,9:00:00,1.80E-08
pm2p5,7/8/2009,9:00:00,2.46E-08
pm10,7/8/2009,9:00:00,3.23E-08
U10M,7/8/2009,9:00:00,2.51886
V10M,7/8/2009,9:00:00,2.5466
T2M,7/8/2009,9:00:00,296.643
D2M,7/8/2009,9:00:00,295.608
pm1,7/8/2009,12:00:00,1.16E-08
pm2p5,7/8/2009,12:00:00,1.49E-08
pm10,7/8/2009,12:00:00,1.97E-08
U10M,7/8/2009,12:00:00,2.38867
V10M,7/8/2009,12:00:00,1.44428
T2M,7/8/2009,12:00:00,296.5
D2M,7/8/2009,12:00:00,296.499
pm1,7/8/2009,15:00:00,1.18E-08
pm2p5,7/8/2009,15:00:00,1.50E-08
pm10,7/8/2009,15:00:00,2.02E-08
U10M,7/8/2009,15:00:00,3.79276
V10M,7/8/2009,15:00:00,1.37928
T2M,7/8/2009,15:00:00,296.324
D2M,7/8/2009,15:00:00,296.114
pm1,7/8/2009,18:00:00,7.18E-09
pm2p5,7/8/2009,18:00:00,9.29E-09
pm10,7/8/2009,18:00:00,1.24E-08
U10M,7/8/2009,18:00:00,4.56989
V10M,7/8/2009,18:00:00,0.812457
T2M,7/8/2009,18:00:00,296.795
D2M,7/8/2009,18:00:00,296.794
pm1,7/8/2009,21:00:00,4.69E-09
pm2p5,7/8/2009,21:00:00,6.32E-09
pm10,7/8/2009,21:00:00,8.31E-09
U10M,7/8/2009,21:00:00,3.95512
V10M,7/8/2009,21:00:00,2.66395
T2M,7/8/2009,21:00:00,297.921
D2M,7/8/2009,21:00:00,297.587
pm1,7/9/2009,0:00:00,9.56E-09
pm2p5,7/9/2009,0:00:00,1.32E-08
pm10,7/9/2009,0:00:00,1.71E-08
U10M,7/9/2009,0:00:00,2.08067
V10M,7/9/2009,0:00:00,2.68369
T2M,7/9/2009,0:00:00,298.642
D2M,7/9/2009,0:00:00,296.764
pm1,7/9/2009,3:00:00,9.33E-09
pm2p5,7/9/2009,3:00:00,1.27E-08
pm10,7/9/2009,3:00:00,1.65E-08
U10M,7/9/2009,3:00:00,1.27003
V10M,7/9/2009,3:00:00,2.42869
T2M,7/9/2009,3:00:00,298.514
D2M,7/9/2009,3:00:00,296.411
pm1,7/9/2009,6:00:00,9.52E-09
pm2p5,7/9/2009,6:00:00,1.26E-08
pm10,7/9/2009,6:00:00,1.65E-08
U10M,7/9/2009,6:00:00,0.700183
V10M,7/9/2009,6:00:00,2.34673
T2M,7/9/2009,6:00:00,297.376
D2M,7/9/2009,6:00:00,296.719
pm1,7/9/2009,9:00:00,1.07E-08
pm2p5,7/9/2009,9:00:00,1.37E-08
pm10,7/9/2009,9:00:00,1.82E-08
U10M,7/9/2009,9:00:00,0.670303
V10M,7/9/2009,9:00:00,2.03502
T2M,7/9/2009,9:00:00,295.965
D2M,7/9/2009,9:00:00,295.012
pm1,7/9/2009,12:00:00,2.02E-08
pm2p5,7/9/2009,12:00:00,2.52E-08
pm10,7/9/2009,12:00:00,3.36E-08
U10M,7/9/2009,12:00:00,0.575305
V10M,7/9/2009,12:00:00,1.16938
T2M,7/9/2009,12:00:00,295.93
D2M,7/9/2009,12:00:00,295.93
pm1,7/9/2009,15:00:00,2.22E-08
pm2p5,7/9/2009,15:00:00,2.75E-08
pm10,7/9/2009,15:00:00,3.71E-08
U10M,7/9/2009,15:00:00,2.13728
V10M,7/9/2009,15:00:00,1.05356
T2M,7/9/2009,15:00:00,295.303
D2M,7/9/2009,15:00:00,295.303
pm1,7/9/2009,18:00:00,2.02E-08
pm2p5,7/9/2009,18:00:00,2.53E-08
pm10,7/9/2009,18:00:00,3.44E-08
U10M,7/9/2009,18:00:00,3.81897
V10M,7/9/2009,18:00:00,1.37761
T2M,7/9/2009,18:00:00,295.477
D2M,7/9/2009,18:00:00,295.103
pm1,7/9/2009,21:00:00,1.42E-08
pm2p5,7/9/2009,21:00:00,1.80E-08
pm10,7/9/2009,21:00:00,2.44E-08
U10M,7/9/2009,21:00:00,4.15716
V10M,7/9/2009,21:00:00,2.39635
T2M,7/9/2009,21:00:00,297.484
D2M,7/9/2009,21:00:00,297.129
pm1,7/10/2009,0:00:00,1.33E-08
pm2p5,7/10/2009,0:00:00,1.73E-08
pm10,7/10/2009,0:00:00,2.33E-08
U10M,7/10/2009,0:00:00,2.58143
V10M,7/10/2009,0:00:00,3.22657
T2M,7/10/2009,0:00:00,298.511
D2M,7/10/2009,0:00:00,297.305
pm1,7/10/2009,3:00:00,1.13E-08
pm2p5,7/10/2009,3:00:00,1.46E-08
pm10,7/10/2009,3:00:00,1.96E-08
U10M,7/10/2009,3:00:00,1.50459
V10M,7/10/2009,3:00:00,3.02054
T2M,7/10/2009,3:00:00,298.641
D2M,7/10/2009,3:00:00,296.687
pm1,7/10/2009,6:00:00,1.16E-08
pm2p5,7/10/2009,6:00:00,1.50E-08
pm10,7/10/2009,6:00:00,2.03E-08
U10M,7/10/2009,6:00:00,1.17663
V10M,7/10/2009,6:00:00,2.41006
T2M,7/10/2009,6:00:00,297.094
D2M,7/10/2009,6:00:00,296.471
pm1,7/10/2009,9:00:00,1.20E-08
pm2p5,7/10/2009,9:00:00,1.54E-08
pm10,7/10/2009,9:00:00,2.08E-08
U10M,7/10/2009,9:00:00,0.747827
V10M,7/10/2009,9:00:00,2.36154
T2M,7/10/2009,9:00:00,295.139
D2M,7/10/2009,9:00:00,293.79
pm1,7/10/2009,12:00:00,5.69E-09
pm2p5,7/10/2009,12:00:00,6.91E-09
pm10,7/10/2009,12:00:00,9.36E-09
U10M,7/10/2009,12:00:00,0.767677
V10M,7/10/2009,12:00:00,0.988652
T2M,7/10/2009,12:00:00,295.998
D2M,7/10/2009,12:00:00,295.998
pm1,7/10/2009,15:00:00,1.04E-08
pm2p5,7/10/2009,15:00:00,1.26E-08
pm10,7/10/2009,15:00:00,1.73E-08
U10M,7/10/2009,15:00:00,1.97914
V10M,7/10/2009,15:00:00,0.946789
T2M,7/10/2009,15:00:00,296.47
D2M,7/10/2009,15:00:00,296.432
pm1,7/10/2009,18:00:00,1.12E-08
pm2p5,7/10/2009,18:00:00,1.35E-08
pm10,7/10/2009,18:00:00,1.86E-08
U10M,7/10/2009,18:00:00,3.23755
V10M,7/10/2009,18:00:00,1.71481
T2M,7/10/2009,18:00:00,296.183
D2M,7/10/2009,18:00:00,296.088
pm1,7/10/2009,21:00:00,8.99E-09
pm2p5,7/10/2009,21:00:00,1.09E-08
pm10,7/10/2009,21:00:00,1.50E-08
U10M,7/10/2009,21:00:00,3.72274
V10M,7/10/2009,21:00:00,3.15021
T2M,7/10/2009,21:00:00,296.531
D2M,7/10/2009,21:00:00,295.202
pm1,7/11/2009,0:00:00,8.51E-09
pm2p5,7/11/2009,0:00:00,1.05E-08
pm10,7/11/2009,0:00:00,1.43E-08
U10M,7/11/2009,0:00:00,2.67177
V10M,7/11/2009,0:00:00,2.62207
T2M,7/11/2009,0:00:00,298.248
D2M,7/11/2009,0:00:00,296.544
pm1,7/11/2009,3:00:00,7.40E-09
pm2p5,7/11/2009,3:00:00,9.07E-09
pm10,7/11/2009,3:00:00,1.25E-08
U10M,7/11/2009,3:00:00,1.26527
V10M,7/11/2009,3:00:00,3.08452
T2M,7/11/2009,3:00:00,298.653
D2M,7/11/2009,3:00:00,295.73
pm1,7/11/2009,6:00:00,7.77E-09
pm2p5,7/11/2009,6:00:00,9.40E-09
pm10,7/11/2009,6:00:00,1.30E-08
U10M,7/11/2009,6:00:00,0.117593
V10M,7/11/2009,6:00:00,2.66741
T2M,7/11/2009,6:00:00,296.77
D2M,7/11/2009,6:00:00,296.537
pm1,7/11/2009,9:00:00,9.01E-09
pm2p5,7/11/2009,9:00:00,1.08E-08
pm10,7/11/2009,9:00:00,1.51E-08
U10M,7/11/2009,9:00:00,-0.442422
V10M,7/11/2009,9:00:00,2.43552
T2M,7/11/2009,9:00:00,295.219
D2M,7/11/2009,9:00:00,294.139
pm1,7/11/2009,12:00:00,2.17E-08
pm2p5,7/11/2009,12:00:00,2.64E-08
pm10,7/11/2009,12:00:00,3.64E-08
U10M,7/11/2009,12:00:00,-0.228747
V10M,7/11/2009,12:00:00,2.52892
T2M,7/11/2009,12:00:00,295.474
D2M,7/11/2009,12:00:00,293.958
pm1,7/11/2009,15:00:00,1.93E-08
pm2p5,7/11/2009,15:00:00,2.37E-08
pm10,7/11/2009,15:00:00,3.28E-08
U10M,7/11/2009,15:00:00,1.84429
V10M,7/11/2009,15:00:00,2.56422
T2M,7/11/2009,15:00:00,295.941
D2M,7/11/2009,15:00:00,295.033
pm1,7/11/2009,18:00:00,1.46E-08
pm2p5,7/11/2009,18:00:00,1.77E-08
pm10,7/11/2009,18:00:00,2.45E-08
U10M,7/11/2009,18:00:00,3.29673
V10M,7/11/2009,18:00:00,1.92106
T2M,7/11/2009,18:00:00,296.833
D2M,7/11/2009,18:00:00,295.112
pm1,7/11/2009,21:00:00,7.71E-09
pm2p5,7/11/2009,21:00:00,9.40E-09
pm10,7/11/2009,21:00:00,1.29E-08
U10M,7/11/2009,21:00:00,3.46495
V10M,7/11/2009,21:00:00,2.54266
T2M,7/11/2009,21:00:00,298.341
D2M,7/11/2009,21:00:00,298.011
pm1,7/12/2009,0:00:00,1.35E-08
pm2p5,7/12/2009,0:00:00,1.67E-08
pm10,7/12/2009,0:00:00,2.30E-08
U10M,7/12/2009,0:00:00,2.74407
V10M,7/12/2009,0:00:00,2.25248
T2M,7/12/2009,0:00:00,298.914
D2M,7/12/2009,0:00:00,297.698
pm1,7/12/2009,3:00:00,9.88E-09
pm2p5,7/12/2009,3:00:00,1.26E-08
pm10,7/12/2009,3:00:00,1.75E-08
U10M,7/12/2009,3:00:00,3.09374
V10M,7/12/2009,3:00:00,2.08147
T2M,7/12/2009,3:00:00,298.535
D2M,7/12/2009,3:00:00,295.436
pm1,7/12/2009,6:00:00,9.09E-09
pm2p5,7/12/2009,6:00:00,1.16E-08
pm10,7/12/2009,6:00:00,1.60E-08
U10M,7/12/2009,6:00:00,2.436
V10M,7/12/2009,6:00:00,1.86693
T2M,7/12/2009,6:00:00,297.803
D2M,7/12/2009,6:00:00,296.159
pm1,7/12/2009,9:00:00,9.83E-09
pm2p5,7/12/2009,9:00:00,1.23E-08
pm10,7/12/2009,9:00:00,1.70E-08
U10M,7/12/2009,9:00:00,1.81207
V10M,7/12/2009,9:00:00,1.993
T2M,7/12/2009,9:00:00,296.758
D2M,7/12/2009,9:00:00,294.164
pm1,7/12/2009,12:00:00,1.09E-08
pm2p5,7/12/2009,12:00:00,1.38E-08
pm10,7/12/2009,12:00:00,1.91E-08
U10M,7/12/2009,12:00:00,2.40592
V10M,7/12/2009,12:00:00,1.78682
T2M,7/12/2009,12:00:00,297.29
D2M,7/12/2009,12:00:00,296.123
pm1,7/12/2009,15:00:00,1.18E-08
pm2p5,7/12/2009,15:00:00,1.46E-08
pm10,7/12/2009,15:00:00,2.05E-08
U10M,7/12/2009,15:00:00,4.3257
V10M,7/12/2009,15:00:00,2.1171
T2M,7/12/2009,15:00:00,297.695
D2M,7/12/2009,15:00:00,296.837
pm1,7/12/2009,18:00:00,9.63E-09
