name,date,time,value
pm1,11/13/2009,21:00:00,2.09E-09
pm2p5,11/13/2009,21:00:00,3.33E-09
pm10,11/13/2009,21:00:00,5.20E-09
U10M,11/13/2009,21:00:00,2.11274
V10M,11/13/2009,21:00:00,-0.395209
T2M,11/13/2009,21:00:00,293.223
D2M,11/13/2009,21:00:00,283.971
pm1,11/14/2009,0:00:00,2.17E-10
pm2p5,11/14/2009,0:00:00,3.42E-10
pm10,11/14/2009,0:00:00,5.34E-10
U10M,11/14/2009,0:00:00,0.594186
V10M,11/14/2009,0:00:00,-1.8017
T2M,11/14/2009,0:00:00,292.796
D2M,11/14/2009,0:00:00,282.961
pm1,11/14/2009,3:00:00,2.55E-10
pm2p5,11/14/2009,3:00:00,3.82E-10
pm10,11/14/2009,3:00:00,5.87E-10
U10M,11/14/2009,3:00:00,-0.74954
V10M,11/14/2009,3:00:00,-1.89311
T2M,11/14/2009,3:00:00,291.215
D2M,11/14/2009,3:00:00,283.036
pm1,11/14/2009,6:00:00,4.97E-10
pm2p5,11/14/2009,6:00:00,6.86E-10
pm10,11/14/2009,6:00:00,1.03E-09
U10M,11/14/2009,6:00:00,-1.2905
V10M,11/14/2009,6:00:00,-1.17446
T2M,11/14/2009,6:00:00,290.911
D2M,11/14/2009,6:00:00,283.761
pm1,11/14/2009,9:00:00,9.14E-10
pm2p5,11/14/2009,9:00:00,1.19E-09
pm10,11/14/2009,9:00:00,1.75E-09
U10M,11/14/2009,9:00:00,-0.956755
V10M,11/14/2009,9:00:00,-1.47483
T2M,11/14/2009,9:00:00,291.344
D2M,11/14/2009,9:00:00,285.765
pm1,11/14/2009,12:00:00,5.14E-09
pm2p5,11/14/2009,12:00:00,6.38E-09
pm10,11/14/2009,12:00:00,9.24E-09
U10M,11/14/2009,12:00:00,-3.0022
V10M,11/14/2009,12:00:00,-2.04934
T2M,11/14/2009,12:00:00,290.689
D2M,11/14/2009,12:00:00,288.115
pm1,11/14/2009,15:00:00,4.41E-09
pm2p5,11/14/2009,15:00:00,5.50E-09
pm10,11/14/2009,15:00:00,7.97E-09
U10M,11/14/2009,15:00:00,-2.1074
V10M,11/14/2009,15:00:00,-2.77411
T2M,11/14/2009,15:00:00,290.892
D2M,11/14/2009,15:00:00,287.728
pm1,11/14/2009,18:00:00,3.82E-09
pm2p5,11/14/2009,18:00:00,4.80E-09
pm10,11/14/2009,18:00:00,6.95E-09
U10M,11/14/2009,18:00:00,-0.761839
V10M,11/14/2009,18:00:00,-2.14611
T2M,11/14/2009,18:00:00,291.438
D2M,11/14/2009,18:00:00,286.863
pm1,11/14/2009,21:00:00,4.11E-09
pm2p5,11/14/2009,21:00:00,5.14E-09
pm10,11/14/2009,21:00:00,7.43E-09
U10M,11/14/2009,21:00:00,0.0158857
V10M,11/14/2009,21:00:00,-2.66889
T2M,11/14/2009,21:00:00,291.616
D2M,11/14/2009,21:00:00,285.292
pm1,11/15/2009,0:00:00,3.13E-10
pm2p5,11/15/2009,0:00:00,4.02E-10
pm10,11/15/2009,0:00:00,5.87E-10
U10M,11/15/2009,0:00:00,0.486623
V10M,11/15/2009,0:00:00,-3.97404
T2M,11/15/2009,0:00:00,292.094
D2M,11/15/2009,0:00:00,281.455
pm1,11/15/2009,3:00:00,5.88E-10
pm2p5,11/15/2009,3:00:00,7.26E-10
pm10,11/15/2009,3:00:00,1.04E-09
U10M,11/15/2009,3:00:00,0.759199
V10M,11/15/2009,3:00:00,-3.07332
T2M,11/15/2009,3:00:00,290.744
D2M,11/15/2009,3:00:00,280.895
pm1,11/15/2009,6:00:00,1.17E-09
pm2p5,11/15/2009,6:00:00,1.43E-09
pm10,11/15/2009,6:00:00,2.04E-09
U10M,11/15/2009,6:00:00,0.588202
V10M,11/15/2009,6:00:00,-2.24354
T2M,11/15/2009,6:00:00,290.863
D2M,11/15/2009,6:00:00,280.454
pm1,11/15/2009,9:00:00,2.09E-09
pm2p5,11/15/2009,9:00:00,2.51E-09
pm10,11/15/2009,9:00:00,3.58E-09
U10M,11/15/2009,9:00:00,-0.0127417
V10M,11/15/2009,9:00:00,-1.26926
T2M,11/15/2009,9:00:00,292.591
D2M,11/15/2009,9:00:00,282.57
pm1,11/15/2009,12:00:00,1.43E-09
pm2p5,11/15/2009,12:00:00,1.69E-09
pm10,11/15/2009,12:00:00,2.40E-09
U10M,11/15/2009,12:00:00,1.14429
V10M,11/15/2009,12:00:00,-0.531628
T2M,11/15/2009,12:00:00,292.431
D2M,11/15/2009,12:00:00,283.681
pm1,11/15/2009,15:00:00,1.96E-09
pm2p5,11/15/2009,15:00:00,2.32E-09
pm10,11/15/2009,15:00:00,3.30E-09
U10M,11/15/2009,15:00:00,0.879842
V10M,11/15/2009,15:00:00,-0.234572
T2M,11/15/2009,15:00:00,292.292
D2M,11/15/2009,15:00:00,283.043
pm1,11/15/2009,18:00:00,2.24E-09
pm2p5,11/15/2009,18:00:00,2.68E-09
pm10,11/15/2009,18:00:00,3.84E-09
U10M,11/15/2009,18:00:00,0.335917
V10M,11/15/2009,18:00:00,0.81941
T2M,11/15/2009,18:00:00,291.711
D2M,11/15/2009,18:00:00,281.924
pm1,11/15/2009,21:00:00,2.35E-09
pm2p5,11/15/2009,21:00:00,2.85E-09
pm10,11/15/2009,21:00:00,4.10E-09
U10M,11/15/2009,21:00:00,0.479815
V10M,11/15/2009,21:00:00,1.44416
T2M,11/15/2009,21:00:00,292.623
D2M,11/15/2009,21:00:00,282.083
pm1,11/16/2009,0:00:00,6.99E-09
pm2p5,11/16/2009,0:00:00,8.41E-09
pm10,11/16/2009,0:00:00,1.21E-08
U10M,11/16/2009,0:00:00,0.646236
V10M,11/16/2009,0:00:00,1.226
T2M,11/16/2009,0:00:00,293.22
D2M,11/16/2009,0:00:00,281.603
pm1,11/16/2009,3:00:00,7.17E-09
pm2p5,11/16/2009,3:00:00,8.61E-09
pm10,11/16/2009,3:00:00,1.23E-08
U10M,11/16/2009,3:00:00,-0.549727
V10M,11/16/2009,3:00:00,1.38798
T2M,11/16/2009,3:00:00,293.192
D2M,11/16/2009,3:00:00,281.753
pm1,11/16/2009,6:00:00,8.03E-09
pm2p5,11/16/2009,6:00:00,9.70E-09
pm10,11/16/2009,6:00:00,1.39E-08
U10M,11/16/2009,6:00:00,-0.546797
V10M,11/16/2009,6:00:00,2.771
T2M,11/16/2009,6:00:00,292.041
D2M,11/16/2009,6:00:00,282.668
pm1,11/16/2009,9:00:00,9.66E-09
pm2p5,11/16/2009,9:00:00,1.18E-08
pm10,11/16/2009,9:00:00,1.69E-08
U10M,11/16/2009,9:00:00,0.667946
V10M,11/16/2009,9:00:00,1.90892
T2M,11/16/2009,9:00:00,292.938
D2M,11/16/2009,9:00:00,284.598
pm1,11/16/2009,12:00:00,1.06E-08
pm2p5,11/16/2009,12:00:00,1.29E-08
pm10,11/16/2009,12:00:00,1.86E-08
U10M,11/16/2009,12:00:00,-3.68046
V10M,11/16/2009,12:00:00,-2.05288
T2M,11/16/2009,12:00:00,290.997
D2M,11/16/2009,12:00:00,283.933
pm1,11/16/2009,15:00:00,1.46E-08
pm2p5,11/16/2009,15:00:00,1.83E-08
pm10,11/16/2009,15:00:00,2.64E-08
U10M,11/16/2009,15:00:00,-7.20504
V10M,11/16/2009,15:00:00,-3.47668
T2M,11/16/2009,15:00:00,290.055
D2M,11/16/2009,15:00:00,285.565
pm1,11/16/2009,18:00:00,1.96E-08
pm2p5,11/16/2009,18:00:00,2.50E-08
pm10,11/16/2009,18:00:00,3.64E-08
U10M,11/16/2009,18:00:00,-6.66457
V10M,11/16/2009,18:00:00,-3.87448
T2M,11/16/2009,18:00:00,290.261
D2M,11/16/2009,18:00:00,286.316
pm1,11/16/2009,21:00:00,1.82E-08
pm2p5,11/16/2009,21:00:00,2.36E-08
pm10,11/16/2009,21:00:00,3.46E-08
U10M,11/16/2009,21:00:00,-4.82875
V10M,11/16/2009,21:00:00,-4.3298
T2M,11/16/2009,21:00:00,290.999
D2M,11/16/2009,21:00:00,285.072
pm1,11/17/2009,0:00:00,6.72E-09
pm2p5,11/17/2009,0:00:00,9.08E-09
pm10,11/17/2009,0:00:00,1.35E-08
U10M,11/17/2009,0:00:00,-2.51925
V10M,11/17/2009,0:00:00,-5.7169
T2M,11/17/2009,0:00:00,290.99
D2M,11/17/2009,0:00:00,280.548
pm1,11/17/2009,3:00:00,4.44E-09
pm2p5,11/17/2009,3:00:00,6.14E-09
pm10,11/17/2009,3:00:00,9.16E-09
U10M,11/17/2009,3:00:00,-0.614438
V10M,11/17/2009,3:00:00,-5.07592
T2M,11/17/2009,3:00:00,291.771
D2M,11/17/2009,3:00:00,279.577
pm1,11/17/2009,6:00:00,4.74E-09
pm2p5,11/17/2009,6:00:00,6.41E-09
pm10,11/17/2009,6:00:00,9.51E-09
U10M,11/17/2009,6:00:00,-0.282203
V10M,11/17/2009,6:00:00,-4.30805
T2M,11/17/2009,6:00:00,291.281
D2M,11/17/2009,6:00:00,279.752
pm1,11/17/2009,9:00:00,5.57E-09
pm2p5,11/17/2009,9:00:00,7.36E-09
pm10,11/17/2009,9:00:00,1.08E-08
U10M,11/17/2009,9:00:00,0.684762
V10M,11/17/2009,9:00:00,-3.67969
T2M,11/17/2009,9:00:00,292.596
D2M,11/17/2009,9:00:00,281.652
pm1,11/17/2009,12:00:00,7.35E-09
pm2p5,11/17/2009,12:00:00,9.49E-09
pm10,11/17/2009,12:00:00,1.39E-08
U10M,11/17/2009,12:00:00,2.77266
V10M,11/17/2009,12:00:00,-3.96902
T2M,11/17/2009,12:00:00,292.739
D2M,11/17/2009,12:00:00,282.205
pm1,11/17/2009,15:00:00,6.44E-09
pm2p5,11/17/2009,15:00:00,8.21E-09
pm10,11/17/2009,15:00:00,1.19E-08
U10M,11/17/2009,15:00:00,3.88426
V10M,11/17/2009,15:00:00,-5.16691
T2M,11/17/2009,15:00:00,293.551
D2M,11/17/2009,15:00:00,280.693
pm1,11/17/2009,18:00:00,4.65E-09
pm2p5,11/17/2009,18:00:00,6.03E-09
pm10,11/17/2009,18:00:00,8.84E-09
U10M,11/17/2009,18:00:00,2.37164
V10M,11/17/2009,18:00:00,-7.22412
T2M,11/17/2009,18:00:00,292.687
D2M,11/17/2009,18:00:00,279.611
pm1,11/17/2009,21:00:00,3.53E-09
pm2p5,11/17/2009,21:00:00,4.64E-09
pm10,11/17/2009,21:00:00,6.85E-09
U10M,11/17/2009,21:00:00,1.28728
V10M,11/17/2009,21:00:00,-7.72912
T2M,11/17/2009,21:00:00,292.851
D2M,11/17/2009,21:00:00,280.892
pm1,11/18/2009,0:00:00,4.40E-09
pm2p5,11/18/2009,0:00:00,5.81E-09
pm10,11/18/2009,0:00:00,8.58E-09
U10M,11/18/2009,0:00:00,2.27488
V10M,11/18/2009,0:00:00,-8.31857
T2M,11/18/2009,0:00:00,292.437
D2M,11/18/2009,0:00:00,280.061
pm1,11/18/2009,3:00:00,3.16E-09
pm2p5,11/18/2009,3:00:00,4.19E-09
pm10,11/18/2009,3:00:00,6.21E-09
U10M,11/18/2009,3:00:00,3.38062
V10M,11/18/2009,3:00:00,-8.61202
T2M,11/18/2009,3:00:00,292.23
D2M,11/18/2009,3:00:00,280.023
pm1,11/18/2009,6:00:00,3.20E-09
pm2p5,11/18/2009,6:00:00,4.32E-09
pm10,11/18/2009,6:00:00,6.44E-09
U10M,11/18/2009,6:00:00,2.56587
V10M,11/18/2009,6:00:00,-8.68832
T2M,11/18/2009,6:00:00,291.497
D2M,11/18/2009,6:00:00,280.56
pm1,11/18/2009,9:00:00,4.05E-09
pm2p5,11/18/2009,9:00:00,5.51E-09
pm10,11/18/2009,9:00:00,8.23E-09
U10M,11/18/2009,9:00:00,0.68455
V10M,11/18/2009,9:00:00,-7.56735
T2M,11/18/2009,9:00:00,291.796
D2M,11/18/2009,9:00:00,281.506
pm1,11/18/2009,12:00:00,3.51E-09
pm2p5,11/18/2009,12:00:00,4.62E-09
pm10,11/18/2009,12:00:00,6.81E-09
U10M,11/18/2009,12:00:00,-0.417117
V10M,11/18/2009,12:00:00,-5.39342
T2M,11/18/2009,12:00:00,292.734
D2M,11/18/2009,12:00:00,280.71
pm1,11/18/2009,15:00:00,3.56E-09
pm2p5,11/18/2009,15:00:00,4.61E-09
pm10,11/18/2009,15:00:00,6.75E-09
U10M,11/18/2009,15:00:00,-0.7267
V10M,11/18/2009,15:00:00,-4.49675
T2M,11/18/2009,15:00:00,293.388
D2M,11/18/2009,15:00:00,277.053
pm1,11/18/2009,18:00:00,3.69E-09
pm2p5,11/18/2009,18:00:00,4.70E-09
pm10,11/18/2009,18:00:00,6.85E-09
U10M,11/18/2009,18:00:00,-0.905579
V10M,11/18/2009,18:00:00,-3.55887
T2M,11/18/2009,18:00:00,290.777
D2M,11/18/2009,18:00:00,278.682
pm1,11/18/2009,21:00:00,3.92E-09
pm2p5,11/18/2009,21:00:00,4.94E-09
pm10,11/18/2009,21:00:00,7.16E-09
U10M,11/18/2009,21:00:00,-0.877711
V10M,11/18/2009,21:00:00,-2.84843
T2M,11/18/2009,21:00:00,289.875
D2M,11/18/2009,21:00:00,277.497
pm1,11/19/2009,0:00:00,8.33E-10
pm2p5,11/19/2009,0:00:00,9.62E-10
pm10,11/19/2009,0:00:00,1.34E-09
U10M,11/19/2009,0:00:00,-0.146097
V10M,11/19/2009,0:00:00,-1.59471
T2M,11/19/2009,0:00:00,289.885
D2M,11/19/2009,0:00:00,276.451
pm1,11/19/2009,3:00:00,1.04E-09
pm2p5,11/19/2009,3:00:00,1.20E-09
pm10,11/19/2009,3:00:00,1.69E-09
U10M,11/19/2009,3:00:00,0.323903
V10M,11/19/2009,3:00:00,-1.54004
T2M,11/19/2009,3:00:00,289.149
D2M,11/19/2009,3:00:00,276.23
pm1,11/19/2009,6:00:00,1.59E-09
pm2p5,11/19/2009,6:00:00,1.86E-09
pm10,11/19/2009,6:00:00,2.64E-09
U10M,11/19/2009,6:00:00,-0.0747831
V10M,11/19/2009,6:00:00,-2.14621
T2M,11/19/2009,6:00:00,290.816
D2M,11/19/2009,6:00:00,277.184
pm1,11/19/2009,9:00:00,2.23E-09
pm2p5,11/19/2009,9:00:00,2.63E-09
pm10,11/19/2009,9:00:00,3.74E-09
U10M,11/19/2009,9:00:00,-1.15209
V10M,11/19/2009,9:00:00,-1.41939
T2M,11/19/2009,9:00:00,292.675
D2M,11/19/2009,9:00:00,282.7
pm1,11/19/2009,12:00:00,2.10E-09
pm2p5,11/19/2009,12:00:00,2.49E-09
pm10,11/19/2009,12:00:00,3.55E-09
U10M,11/19/2009,12:00:00,-2.03862
V10M,11/19/2009,12:00:00,-0.169397
T2M,11/19/2009,12:00:00,292.484
D2M,11/19/2009,12:00:00,282.628
pm1,11/19/2009,15:00:00,2.64E-09
pm2p5,11/19/2009,15:00:00,3.10E-09
pm10,11/19/2009,15:00:00,4.42E-09
U10M,11/19/2009,15:00:00,-2.62321
V10M,11/19/2009,15:00:00,0.217123
T2M,11/19/2009,15:00:00,291.374
D2M,11/19/2009,15:00:00,284
pm1,11/19/2009,18:00:00,2.80E-09
pm2p5,11/19/2009,18:00:00,3.29E-09
pm10,11/19/2009,18:00:00,4.68E-09
U10M,11/19/2009,18:00:00,-2.43034
V10M,11/19/2009,18:00:00,-0.19287
T2M,11/19/2009,18:00:00,291.61
D2M,11/19/2009,18:00:00,283.041
pm1,11/19/2009,21:00:00,3.36E-09
pm2p5,11/19/2009,21:00:00,4.02E-09
pm10,11/19/2009,21:00:00,5.75E-09
U10M,11/19/2009,21:00:00,-2.12707
V10M,11/19/2009,21:00:00,-2.19272
T2M,11/19/2009,21:00:00,291.459
D2M,11/19/2009,21:00:00,279.61
pm1,11/20/2009,0:00:00,1.68E-09
pm2p5,11/20/2009,0:00:00,2.08E-09
pm10,11/20/2009,0:00:00,3.01E-09
U10M,11/20/2009,0:00:00,-3.03183
V10M,11/20/2009,0:00:00,-4.32003
T2M,11/20/2009,0:00:00,291.423
D2M,11/20/2009,0:00:00,278.481
pm1,11/20/2009,3:00:00,4.34E-09
pm2p5,11/20/2009,3:00:00,5.39E-09
pm10,11/20/2009,3:00:00,7.82E-09
U10M,11/20/2009,3:00:00,-3.25084
V10M,11/20/2009,3:00:00,-4.23897
T2M,11/20/2009,3:00:00,291.542
D2M,11/20/2009,3:00:00,278.664
pm1,11/20/2009,6:00:00,6.02E-09
pm2p5,11/20/2009,6:00:00,7.50E-09
pm10,11/20/2009,6:00:00,1.09E-08
U10M,11/20/2009,6:00:00,-2.98637
V10M,11/20/2009,6:00:00,-4.9308
T2M,11/20/2009,6:00:00,290.992
D2M,11/20/2009,6:00:00,278.473
pm1,11/20/2009,9:00:00,6.65E-09
pm2p5,11/20/2009,9:00:00,8.37E-09
pm10,11/20/2009,9:00:00,1.22E-08
U10M,11/20/2009,9:00:00,-3.1486
V10M,11/20/2009,9:00:00,-3.97877
T2M,11/20/2009,9:00:00,292.68
D2M,11/20/2009,9:00:00,280.684
pm1,11/20/2009,12:00:00,5.68E-09
pm2p5,11/20/2009,12:00:00,7.12E-09
pm10,11/20/2009,12:00:00,1.04E-08
U10M,11/20/2009,12:00:00,-1.10693
V10M,11/20/2009,12:00:00,-2.12685
T2M,11/20/2009,12:00:00,292.617
D2M,11/20/2009,12:00:00,280.88
pm1,11/20/2009,15:00:00,5.66E-09
pm2p5,11/20/2009,15:00:00,7.01E-09
pm10,11/20/2009,15:00:00,1.02E-08
U10M,11/20/2009,15:00:00,0.867919
V10M,11/20/2009,15:00:00,-1.90353
T2M,11/20/2009,15:00:00,292.369
D2M,11/20/2009,15:00:00,280.897
pm1,11/20/2009,18:00:00,4.78E-09
pm2p5,11/20/2009,18:00:00,5.89E-09
pm10,11/20/2009,18:00:00,8.50E-09
U10M,11/20/2009,18:00:00,2.08765
V10M,11/20/2009,18:00:00,-1.73816
T2M,11/20/2009,18:00:00,293.057
D2M,11/20/2009,18:00:00,282.048
pm1,11/20/2009,21:00:00,3.89E-09
pm2p5,11/20/2009,21:00:00,4.87E-09
pm10,11/20/2009,21:00:00,6.98E-09
U10M,11/20/2009,21:00:00,2.43235
V10M,11/20/2009,21:00:00,-2.06138
T2M,11/20/2009,21:00:00,293.401
D2M,11/20/2009,21:00:00,283.032
pm1,11/21/2009,0:00:00,1.67E-09
pm2p5,11/21/2009,0:00:00,2.32E-09
pm10,11/21/2009,0:00:00,3.33E-09
U10M,11/21/2009,0:00:00,2.9777
V10M,11/21/2009,0:00:00,-3.64944
T2M,11/21/2009,0:00:00,293.835
D2M,11/21/2009,0:00:00,281.319
pm1,11/21/2009,3:00:00,2.10E-09
pm2p5,11/21/2009,3:00:00,2.92E-09
pm10,11/21/2009,3:00:00,4.17E-09
U10M,11/21/2009,3:00:00,0.97312
V10M,11/21/2009,3:00:00,-4.88315
T2M,11/21/2009,3:00:00,294.608
D2M,11/21/2009,3:00:00,282.018
pm1,11/21/2009,6:00:00,3.08E-09
pm2p5,11/21/2009,6:00:00,4.18E-09
pm10,11/21/2009,6:00:00,5.99E-09
U10M,11/21/2009,6:00:00,-0.613789
V10M,11/21/2009,6:00:00,-4.09258
T2M,11/21/2009,6:00:00,294.802
D2M,11/21/2009,6:00:00,282.132
pm1,11/21/2009,9:00:00,3.92E-09
pm2p5,11/21/2009,9:00:00,5.29E-09
pm10,11/21/2009,9:00:00,7.61E-09
U10M,11/21/2009,9:00:00,-1.02905
V10M,11/21/2009,9:00:00,-2.6195
T2M,11/21/2009,9:00:00,294.003
D2M,11/21/2009,9:00:00,284.875
pm1,11/21/2009,12:00:00,5.15E-09
pm2p5,11/21/2009,12:00:00,7.11E-09
pm10,11/21/2009,12:00:00,1.03E-08
U10M,11/21/2009,12:00:00,0.529056
V10M,11/21/2009,12:00:00,-2.14411
T2M,11/21/2009,12:00:00,293.416
D2M,11/21/2009,12:00:00,284.093
pm1,11/21/2009,15:00:00,5.48E-09
pm2p5,11/21/2009,15:00:00,7.39E-09
pm10,11/21/2009,15:00:00,1.06E-08
U10M,11/21/2009,15:00:00,-0.554732
V10M,11/21/2009,15:00:00,-1.56154
T2M,11/21/2009,15:00:00,293.186
D2M,11/21/2009,15:00:00,284.313
pm1,11/21/2009,18:00:00,5.63E-09
pm2p5,11/21/2009,18:00:00,7.47E-09
pm10,11/21/2009,18:00:00,1.07E-08
U10M,11/21/2009,18:00:00,-0.751636
V10M,11/21/2009,18:00:00,-0.579798
T2M,11/21/2009,18:00:00,291.628
D2M,11/21/2009,18:00:00,283.751
pm1,11/21/2009,21:00:00,5.65E-09
pm2p5,11/21/2009,21:00:00,7.42E-09
pm10,11/21/2009,21:00:00,1.06E-08
U10M,11/21/2009,21:00:00,-1.52895
V10M,11/21/2009,21:00:00,-0.711612
T2M,11/21/2009,21:00:00,293.096
D2M,11/21/2009,21:00:00,283.607
pm1,11/22/2009,0:00:00,2.51E-09
pm2p5,11/22/2009,0:00:00,3.43E-09
pm10,11/22/2009,0:00:00,4.95E-09
U10M,11/22/2009,0:00:00,-2.77965
V10M,11/22/2009,0:00:00,-1.95207
T2M,11/22/2009,0:00:00,293.637
D2M,11/22/2009,0:00:00,282.799
pm1,11/22/2009,3:00:00,2.70E-09
pm2p5,11/22/2009,3:00:00,3.61E-09
pm10,11/22/2009,3:00:00,5.19E-09
U10M,11/22/2009,3:00:00,-3.26922
V10M,11/22/2009,3:00:00,-2.07166
T2M,11/22/2009,3:00:00,293.145
D2M,11/22/2009,3:00:00,280.48
pm1,11/22/2009,6:00:00,3.60E-09
pm2p5,11/22/2009,6:00:00,4.74E-09
pm10,11/22/2009,6:00:00,6.79E-09
U10M,11/22/2009,6:00:00,-3.48095
V10M,11/22/2009,6:00:00,-2.52338
T2M,11/22/2009,6:00:00,291.764
D2M,11/22/2009,6:00:00,280.952
pm1,11/22/2009,9:00:00,5.26E-09
pm2p5,11/22/2009,9:00:00,6.89E-09
pm10,11/22/2009,9:00:00,9.87E-09
U10M,11/22/2009,9:00:00,-3.33156
V10M,11/22/2009,9:00:00,-2.72618
T2M,11/22/2009,9:00:00,293.686
D2M,11/22/2009,9:00:00,284.92
pm1,11/22/2009,12:00:00,4.09E-09
pm2p5,11/22/2009,12:00:00,5.25E-09
pm10,11/22/2009,12:00:00,7.52E-09
U10M,11/22/2009,12:00:00,-2.50709
V10M,11/22/2009,12:00:00,-1.80417
T2M,11/22/2009,12:00:00,292.72
D2M,11/22/2009,12:00:00,284.748
pm1,11/22/2009,15:00:00,3.91E-09
pm2p5,11/22/2009,15:00:00,4.95E-09
pm10,11/22/2009,15:00:00,7.07E-09
U10M,11/22/2009,15:00:00,-2.31813
V10M,11/22/2009,15:00:00,-0.490809
T2M,11/22/2009,15:00:00,292.062
D2M,11/22/2009,15:00:00,283.696
pm1,11/22/2009,18:00:00,3.27E-09
pm2p5,11/22/2009,18:00:00,4.13E-09
pm10,11/22/2009,18:00:00,5.91E-09
U10M,11/22/2009,18:00:00,-1.86317
V10M,11/22/2009,18:00:00,-0.542587
T2M,11/22/2009,18:00:00,291.694
D2M,11/22/2009,18:00:00,282.935
pm1,11/22/2009,21:00:00,3.04E-09
pm2p5,11/22/2009,21:00:00,3.86E-09
pm10,11/22/2009,21:00:00,5.51E-09
U10M,11/22/2009,21:00:00,-1.22132
V10M,11/22/2009,21:00:00,-1.30558
T2M,11/22/2009,21:00:00,291.777
D2M,11/22/2009,21:00:00,281.721
pm1,11/23/2009,0:00:00,3.95E-11
pm2p5,11/23/2009,0:00:00,4.74E-11
pm10,11/23/2009,0:00:00,6.69E-11
U10M,11/23/2009,0:00:00,-0.772071
V10M,11/23/2009,0:00:00,-2.59832
T2M,11/23/2009,0:00:00,292.474
D2M,11/23/2009,0:00:00,281.136
pm1,11/23/2009,3:00:00,5.29E-10
pm2p5,11/23/2009,3:00:00,6.63E-10
pm10,11/23/2009,3:00:00,9.50E-10
U10M,11/23/2009,3:00:00,-1.8676
V10M,11/23/2009,3:00:00,-2.50981
T2M,11/23/2009,3:00:00,292.16
D2M,11/23/2009,3:00:00,279.269
pm1,11/23/2009,6:00:00,1.76E-09
pm2p5,11/23/2009,6:00:00,2.18E-09
pm10,11/23/2009,6:00:00,3.11E-09
U10M,11/23/2009,6:00:00,-2.57495
V10M,11/23/2009,6:00:00,-1.9338
T2M,11/23/2009,6:00:00,291.683
D2M,11/23/2009,6:00:00,279.327
pm1,11/23/2009,9:00:00,3.40E-09
pm2p5,11/23/2009,9:00:00,4.17E-09
pm10,11/23/2009,9:00:00,5.95E-09
U10M,11/23/2009,9:00:00,-3.08129
V10M,11/23/2009,9:00:00,-1.7085
T2M,11/23/2009,9:00:00,293.644
D2M,11/23/2009,9:00:00,284.631
pm1,11/23/2009,12:00:00,2.84E-09
pm2p5,11/23/2009,12:00:00,3.39E-09
pm10,11/23/2009,12:00:00,4.83E-09
U10M,11/23/2009,12:00:00,-3.39323
V10M,11/23/2009,12:00:00,-2.10442
T2M,11/23/2009,12:00:00,292.334
D2M,11/23/2009,12:00:00,284.498
pm1,11/23/2009,15:00:00,2.49E-09
pm2p5,11/23/2009,15:00:00,2.97E-09
pm10,11/23/2009,15:00:00,4.23E-09
U10M,11/23/2009,15:00:00,-2.95492
V10M,11/23/2009,15:00:00,-1.64873
T2M,11/23/2009,15:00:00,291.277
D2M,11/23/2009,15:00:00,284.086
pm1,11/23/2009,18:00:00,2.69E-09
pm2p5,11/23/2009,18:00:00,3.22E-09
pm10,11/23/2009,18:00:00,4.59E-09
U10M,11/23/2009,18:00:00,-2.94835
V10M,11/23/2009,18:00:00,-1.72947
T2M,11/23/2009,18:00:00,291.701
D2M,11/23/2009,18:00:00,283.339
pm1,11/23/2009,21:00:00,3.78E-09
pm2p5,11/23/2009,21:00:00,4.57E-09
pm10,11/23/2009,21:00:00,6.50E-09
U10M,11/23/2009,21:00:00,-3.75333
V10M,11/23/2009,21:00:00,-2.42443
T2M,11/23/2009,21:00:00,291.388
D2M,11/23/2009,21:00:00,282.938
pm1,11/24/2009,0:00:00,7.07E-09
pm2p5,11/24/2009,0:00:00,8.63E-09
pm10,11/24/2009,0:00:00,1.22E-08
U10M,11/24/2009,0:00:00,-4.4222
V10M,11/24/2009,0:00:00,-3.63077
T2M,11/24/2009,0:00:00,293.438
D2M,11/24/2009,0:00:00,283.028
pm1,11/24/2009,3:00:00,8.85E-09
pm2p5,11/24/2009,3:00:00,1.11E-08
pm10,11/24/2009,3:00:00,1.56E-08
U10M,11/24/2009,3:00:00,-5.59725
V10M,11/24/2009,3:00:00,-3.81771
T2M,11/24/2009,3:00:00,293.623
D2M,11/24/2009,3:00:00,281.754
pm1,11/24/2009,6:00:00,1.09E-08
pm2p5,11/24/2009,6:00:00,1.40E-08
pm10,11/24/2009,6:00:00,1.99E-08
U10M,11/24/2009,6:00:00,-6.36431
V10M,11/24/2009,6:00:00,-3.38711
T2M,11/24/2009,6:00:00,293.621
D2M,11/24/2009,6:00:00,283.572
pm1,11/24/2009,9:00:00,1.27E-08
pm2p5,11/24/2009,9:00:00,1.66E-08
pm10,11/24/2009,9:00:00,2.37E-08
U10M,11/24/2009,9:00:00,-6.39267
V10M,11/24/2009,9:00:00,-3.87103
T2M,11/24/2009,9:00:00,293.403
D2M,11/24/2009,9:00:00,286.457
pm1,11/24/2009,12:00:00,9.20E-09
pm2p5,11/24/2009,12:00:00,1.24E-08
pm10,11/24/2009,12:00:00,1.79E-08
U10M,11/24/2009,12:00:00,-5.95601
V10M,11/24/2009,12:00:00,-4.30314
T2M,11/24/2009,12:00:00,292.578
D2M,11/24/2009,12:00:00,287.375
pm1,11/24/2009,15:00:00,9.69E-09
pm2p5,11/24/2009,15:00:00,1.37E-08
pm10,11/24/2009,15:00:00,1.92E-08
